name,scr,naming,conditional,events,loop,proc,lists,dp,sensors,media,social,connect,draw,operator,ui,total
proj0_127,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj0_129,1,2,0,3,0,0,0,0,1,0,0,0,3,3,2,15
proj0_13,2,3,1,1,0,0,0,0,0,0,0,0,0,3,2,12
proj0_130,1,2,0,3,0,0,0,0,1,0,0,0,3,3,2,15
proj0_131,1,3,0,2,0,0,0,0,0,0,0,2,0,0,1,9
proj0_132,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
proj0_133,1,0,1,2,0,0,0,0,0,2,0,1,0,3,1,11
proj0_134,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_136,1,0,1,1,0,0,0,0,0,0,2,0,0,0,2,7
proj0_137,2,1,1,3,0,0,0,0,1,2,0,0,0,3,2,15
proj0_138,2,2,1,2,2,0,0,0,0,0,0,0,0,2,0,11
proj0_14,3,0,0,2,0,0,0,0,1,2,0,0,0,1,2,11
proj0_143,2,0,1,2,0,0,0,0,1,0,0,0,0,3,2,11
proj0_144,2,2,3,3,0,0,2,0,1,0,0,0,0,3,3,19
proj0_145,1,0,0,3,0,0,0,0,0,1,0,0,1,2,2,10
proj0_146,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_147,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
proj0_149,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj0_15,3,0,0,2,0,0,0,0,1,2,0,0,0,1,2,11
proj0_150,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
proj0_151,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj0_152,2,0,1,2,0,0,0,0,1,0,0,0,0,3,2,11
proj0_154,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj0_155,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
proj0_156,2,3,2,2,0,0,0,3,0,1,0,0,0,3,2,18
proj0_159,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
proj0_16,1,3,1,1,2,0,0,0,0,0,0,0,0,3,1,12
proj0_160,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,7
proj0_161,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,6
proj0_163,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
proj0_165,2,3,3,3,3,2,2,2,1,0,0,0,3,3,3,30
proj0_166,1,0,0,3,0,0,0,0,0,1,0,0,1,2,2,10
proj0_168,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_17,1,3,0,3,0,0,0,0,0,0,0,0,1,2,2,12
proj0_172,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj0_173,1,0,1,2,0,0,0,2,0,1,1,0,0,2,2,12
proj0_174,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_175,2,3,1,1,0,0,0,0,0,1,0,0,0,3,1,12
proj0_177,3,2,3,2,1,1,1,0,1,2,2,0,0,3,3,24
proj0_18,1,3,2,2,0,0,0,0,1,0,0,0,0,3,1,13
proj0_180,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj0_181,1,0,1,2,0,0,0,2,0,1,1,0,0,2,2,12
proj0_182,2,2,3,3,0,0,2,0,1,0,0,0,0,3,3,19
proj0_183,1,0,0,3,0,0,0,0,0,1,0,0,1,2,2,10
proj0_184,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_185,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
proj0_187,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj0_188,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
proj0_189,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj0_19,1,3,0,3,0,0,0,0,0,0,0,0,1,2,2,12
proj0_190,2,0,1,2,0,0,0,0,1,0,0,0,0,3,2,11
proj0_193,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
proj0_194,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
proj0_195,1,2,2,3,0,3,0,0,0,1,0,0,3,3,2,20
proj0_196,1,3,2,2,0,0,2,0,0,0,0,0,0,3,2,15
proj0_197,1,2,1,2,0,0,0,2,0,1,1,0,0,1,2,13
proj0_198,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj0_199,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_2,1,2,0,1,0,0,0,0,0,3,0,0,0,0,3,10
proj0_20,1,3,2,2,0,0,0,0,1,0,0,0,0,3,1,13
proj0_202,1,2,1,3,0,3,0,0,1,0,0,0,3,3,2,19
proj0_204,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj0_205,1,2,0,0,0,0,0,2,1,2,0,0,3,0,2,13
proj0_206,1,2,1,2,0,0,0,2,1,0,0,1,0,3,2,15
proj0_207,1,2,1,3,0,1,0,0,1,0,0,3,0,0,2,14
proj0_209,1,2,3,2,3,0,2,2,1,0,1,0,0,2,2,21
proj0_21,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
proj0_210,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj0_211,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj0_212,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7
proj0_213,2,1,1,3,0,0,0,0,1,2,0,0,0,3,2,15
proj0_214,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_215,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj0_216,1,2,0,0,0,0,0,1,1,0,0,0,3,0,2,10
proj0_217,1,2,1,2,0,0,0,2,1,0,0,1,0,3,2,15
proj0_218,2,2,1,2,0,0,0,2,1,0,0,1,0,3,3,17
proj0_219,3,1,3,3,3,3,2,3,1,3,1,1,1,3,3,34
proj0_22,1,3,0,1,0,0,0,0,0,2,0,0,0,0,3,10
proj0_220,3,1,3,3,3,3,2,3,1,3,1,1,1,3,3,34
proj0_23,2,3,0,1,0,0,0,0,0,2,0,0,0,0,2,10
proj0_232,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
proj0_234,1,3,0,1,0,0,0,0,0,0,0,0,1,0,2,8
proj0_239,1,2,2,1,0,3,0,0,0,0,0,0,0,3,3,15
proj0_24,1,3,0,2,0,0,0,0,1,2,0,0,0,0,2,11
proj0_240,2,2,0,3,0,0,0,2,0,1,0,0,1,2,3,16
proj0_241,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,8
proj0_242,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_243,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,6
proj0_244,1,2,0,3,0,0,0,0,0,0,1,0,1,1,3,12
proj0_245,1,3,1,3,0,0,0,2,0,0,0,0,0,3,3,16
proj0_246,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7
proj0_247,3,0,1,2,0,0,0,0,0,0,0,0,0,1,3,10
proj0_248,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6
proj0_25,3,3,0,1,0,0,0,0,0,1,0,0,0,0,2,10
proj0_26,1,2,1,3,0,0,0,0,0,0,0,0,3,3,1,14
proj0_260,1,1,3,2,0,2,0,0,1,0,0,0,0,3,3,16
proj0_261,1,2,2,3,1,0,2,0,1,1,0,0,0,3,2,18
proj0_264,2,2,0,2,0,0,0,2,0,1,0,0,0,1,2,12
proj0_267,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj0_27,1,2,0,2,0,0,0,0,0,3,0,0,0,0,2,10
proj0_279,1,2,0,2,0,0,0,0,0,1,1,0,3,1,2,13
proj0_28,1,3,0,1,0,0,0,0,0,1,0,0,0,0,3,9
proj0_280,1,3,1,1,0,0,0,0,0,0,0,0,2,3,1,12
proj0_281,2,3,1,2,0,1,0,0,0,0,0,0,0,3,3,15
proj0_282,2,3,0,1,0,0,0,2,1,0,0,1,0,0,3,13
proj0_283,3,2,1,2,0,0,0,3,0,0,0,0,0,2,2,15
proj0_284,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj0_285,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,8
proj0_286,2,0,0,0,0,0,0,3,0,0,3,3,0,0,1,12
proj0_287,1,2,1,3,0,1,0,0,1,0,0,0,3,3,2,17
proj0_288,2,3,2,2,0,2,1,0,0,3,1,1,0,3,2,22
proj0_29,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6
proj0_290,1,3,1,1,0,0,0,0,0,1,0,0,0,1,1,9
proj0_291,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
proj0_292,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,7
proj0_293,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_294,1,1,0,2,0,0,0,0,0,0,0,2,0,0,1,7
proj0_295,2,3,0,3,0,0,2,0,0,0,0,0,0,0,3,13
proj0_296,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_297,1,2,2,3,0,0,0,2,1,2,0,2,0,3,3,21
proj0_298,2,2,1,3,0,1,0,0,1,1,0,0,3,3,2,19
proj0_299,3,3,0,1,0,0,0,0,0,1,0,0,0,0,2,10
proj0_3,2,3,0,1,0,0,0,0,0,0,0,0,0,2,2,10
proj0_30,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,6
proj0_300,1,0,0,2,0,0,0,0,0,0,0,0,1,2,2,8
proj0_301,1,2,1,3,0,3,0,0,2,2,0,0,3,3,1,21
proj0_302,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_303,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
proj0_304,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,7
proj0_305,1,3,1,2,0,3,0,2,0,0,0,0,0,3,3,18
proj0_306,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_307,2,3,3,3,0,3,0,2,0,0,0,0,0,3,3,22
proj0_309,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_31,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj0_310,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_311,2,0,2,2,3,3,2,0,1,0,0,0,0,3,3,21
proj0_312,1,3,1,2,0,0,0,2,0,0,0,3,0,2,3,17
proj0_313,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,6
proj0_314,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6
proj0_315,1,2,1,3,0,0,0,0,0,0,0,2,0,3,3,15
proj0_316,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,6
proj0_317,3,1,0,1,0,0,0,0,0,1,0,0,0,0,3,9
proj0_318,1,2,1,3,0,0,0,0,0,0,0,2,0,2,3,14
proj0_319,1,2,1,3,0,0,0,0,0,0,0,2,0,3,3,15
proj0_32,1,0,1,3,0,0,1,0,0,0,0,0,0,1,2,9
proj0_320,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,6
proj0_321,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj0_322,2,2,1,1,0,0,0,0,0,1,0,0,0,0,2,9
proj0_323,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_324,2,3,1,2,0,0,0,0,0,0,0,0,1,3,2,14
proj0_325,1,3,0,1,0,0,0,0,0,0,0,0,3,0,3,11
proj0_326,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,7
proj0_33,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj0_34,2,3,1,2,0,0,0,0,0,0,0,0,1,3,2,14
proj0_36,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
proj0_37,2,1,2,2,0,0,0,0,1,0,0,0,0,3,3,14
proj0_39,1,2,0,3,0,0,0,0,0,2,0,2,0,1,3,14
proj0_4,1,3,0,2,0,0,0,0,0,3,0,0,0,0,2,11
proj0_41,1,0,1,1,0,1,0,0,0,0,0,0,0,3,2,9
proj0_42,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,7
proj0_43,1,2,0,2,0,0,0,0,0,3,0,0,0,0,1,9
proj0_44,1,1,1,2,0,0,0,0,1,0,0,0,0,3,1,10
proj0_45,1,1,0,3,0,0,0,0,1,3,0,0,0,0,2,11
proj0_46,1,0,1,2,0,0,0,0,0,2,0,0,0,3,3,12
proj0_47,3,2,0,1,0,0,0,0,0,2,0,0,0,0,2,10
proj0_48,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,9
proj0_49,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6
proj0_5,3,2,3,3,0,3,2,2,1,2,0,3,3,3,3,33
proj0_51,1,3,2,2,0,0,0,0,1,0,0,0,0,3,1,13
proj0_52,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
proj0_53,1,3,0,1,0,0,0,0,0,2,0,0,0,0,3,10
proj0_54,2,3,0,1,0,0,0,0,0,2,0,0,0,0,2,10
proj0_55,1,3,0,2,0,0,0,0,1,2,0,0,0,0,2,11
proj0_56,3,3,0,1,0,0,0,0,0,1,0,0,0,0,2,10
proj0_58,1,2,0,2,0,0,0,0,0,3,0,0,0,0,2,10
proj0_59,1,3,0,1,0,0,0,0,0,1,0,0,0,0,3,9
proj0_6,1,0,1,2,0,0,0,0,0,1,0,0,0,2,3,10
proj0_60,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6
proj0_62,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj0_63,1,0,1,3,0,0,1,0,0,0,0,0,0,1,2,9
proj0_64,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj0_65,2,3,1,2,0,0,0,0,0,0,0,0,1,3,2,14
proj0_67,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
proj0_68,2,1,2,2,0,0,0,0,1,0,0,0,0,3,3,14
proj0_7,3,2,3,3,0,3,0,0,0,1,0,3,3,3,3,27
proj0_70,1,2,0,3,0,0,0,0,0,2,0,2,0,1,3,14
proj0_71,1,2,2,2,0,0,2,0,0,0,0,0,0,3,3,15
proj0_72,1,3,0,2,0,0,0,0,0,0,0,0,1,2,2,11
proj0_73,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj0_75,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj0_77,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5
proj0_8,3,1,2,2,0,0,2,2,0,0,0,0,0,3,3,18
proj0_86,2,2,0,2,0,0,0,0,0,1,0,0,0,0,2,9
proj0_9,1,2,0,3,0,0,1,0,0,2,1,0,1,3,3,17
proj0_91,3,3,0,2,0,0,0,0,0,1,0,0,0,0,3,12
proj0_92,1,1,1,3,0,0,0,0,1,0,0,2,0,0,1,10
proj0_93,1,2,1,3,0,0,0,0,1,1,0,0,3,3,2,17
proj0_94,2,3,2,3,0,0,0,1,1,1,0,0,0,3,3,19
proj0_95,1,3,0,2,0,2,0,0,1,1,0,0,3,3,2,18
proj0_96,1,2,2,3,0,3,0,0,0,1,0,0,3,3,2,20
proj0_97,3,2,2,3,0,3,2,0,3,2,0,0,3,3,3,29
proj0_98,2,2,0,3,3,1,1,0,1,1,0,0,3,2,2,21
proj0_99,1,3,0,3,0,0,0,0,1,0,0,0,3,3,2,16
proj1_1,1,0,2,2,0,0,0,0,0,1,0,0,0,3,3,12
proj1_10,3,3,0,1,0,0,0,0,0,0,0,0,0,1,2,10
proj1_100,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,9
proj1_11,3,3,1,2,0,0,0,0,0,0,0,0,0,3,3,15
proj1_13,2,3,2,3,0,0,0,0,3,2,0,0,3,3,2,23
proj1_14,1,3,3,3,3,3,2,0,0,0,0,0,3,3,2,26
proj1_15,1,3,0,1,0,0,0,0,0,0,0,0,0,3,3,11
proj1_16,1,2,2,3,0,0,0,0,1,2,0,0,3,3,2,19
proj1_17,1,2,1,3,0,0,1,2,0,2,0,0,0,2,2,16
proj1_18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj1_19,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,8
proj1_2,1,3,0,2,0,0,0,0,0,0,0,0,3,2,2,13
proj1_20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4
proj1_21,2,2,1,2,2,0,0,0,0,0,0,0,0,2,0,11
proj1_22,1,0,0,3,0,0,0,0,0,1,0,0,3,3,2,13
proj1_23,2,1,0,2,0,0,0,0,1,0,0,0,3,1,3,13
proj1_24,3,2,0,2,0,0,0,0,0,0,0,1,0,0,3,11
proj1_25,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,8
proj1_26,1,1,0,2,0,0,0,0,0,0,0,0,1,0,2,7
proj1_27,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,7
proj1_28,3,0,3,3,0,0,2,0,0,1,0,0,3,3,2,20
proj1_29,2,2,0,2,0,0,0,0,0,1,0,1,0,0,2,10
proj1_3,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_30,1,2,2,2,2,3,1,0,0,0,0,0,3,3,2,21
proj1_31,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_32,1,3,0,2,0,3,0,0,1,1,0,0,3,3,1,18
proj1_33,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj1_34,3,1,0,2,1,2,0,0,1,1,0,0,0,3,2,16
proj1_35,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_36,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,7
proj1_4,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_47,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
proj1_48,1,1,0,1,0,0,2,0,0,2,0,0,0,0,1,8
proj1_49,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,6
proj1_5,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_50,2,2,2,2,0,3,3,0,0,0,0,0,0,3,3,20
proj1_51,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_52,1,2,2,3,0,0,1,0,2,0,0,2,0,3,3,19
proj1_53,1,2,2,3,0,0,0,0,1,0,0,0,3,3,1,16
proj1_54,1,2,2,3,0,3,1,0,2,3,2,0,1,3,2,25
proj1_55,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj1_57,1,2,0,3,0,0,0,0,0,0,0,0,1,2,2,11
proj1_59,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
proj1_6,1,2,1,3,0,0,0,0,1,0,0,2,0,0,2,12
proj1_60,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,8
proj1_66,1,3,1,1,0,1,0,0,0,0,0,0,0,3,2,12
proj1_67,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,8
proj1_68,1,2,0,0,0,1,0,0,0,0,0,0,0,3,2,9
proj1_69,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj1_7,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
proj1_70,1,2,2,2,0,0,2,0,0,0,0,0,0,3,2,14
proj1_71,1,0,1,2,0,3,2,0,1,1,0,0,0,3,2,16
proj1_72,1,2,2,3,0,3,0,0,2,1,0,0,3,3,2,22
proj1_73,1,2,2,3,0,1,0,0,2,1,0,0,3,3,2,20
proj1_74,2,3,0,3,0,0,2,0,0,2,0,0,1,2,2,17
proj1_75,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
proj1_76,1,3,0,3,0,0,1,0,0,3,0,0,0,1,2,14
proj1_77,1,2,1,3,0,3,0,0,0,1,0,0,3,3,2,19
proj1_78,1,2,2,3,0,3,0,0,2,1,0,0,3,3,2,22
proj1_79,3,3,0,2,0,0,0,0,0,0,0,0,0,2,1,11
proj1_8,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
proj1_80,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj1_81,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,7
proj1_82,1,3,2,3,0,2,0,0,1,1,0,2,0,3,3,21
proj1_83,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
proj1_84,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
proj1_85,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,7
proj1_86,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj1_87,1,3,1,3,0,0,0,0,0,0,0,0,3,3,2,16
proj1_88,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,8
proj1_9,3,3,1,1,0,0,0,0,0,0,0,0,0,1,2,11
proj1_90,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3,10
proj1_91,1,2,2,3,0,0,2,0,1,0,0,2,0,2,3,18
proj1_92,3,3,3,3,2,3,2,2,1,2,1,0,3,3,3,34
proj1_93,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
proj1_94,1,2,2,1,0,0,0,0,0,0,0,0,0,3,3,12
proj1_95,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj1_96,1,1,1,3,0,0,0,0,1,1,0,0,3,3,2,16
proj1_97,1,2,0,2,0,0,0,0,0,0,0,0,2,0,0,7
proj1_98,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
proj1_99,1,3,1,1,0,1,0,0,0,0,0,0,0,3,2,12
proj2_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_100,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_101,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4
proj2_102,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
proj2_104,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_106,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4
proj2_107,1,3,1,2,0,0,0,0,1,1,0,0,1,3,3,16
proj2_108,1,3,0,2,0,0,0,0,0,0,0,0,3,3,2,14
proj2_109,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_11,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
proj2_110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_112,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_114,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5
proj2_115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
proj2_116,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_118,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_119,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_12,1,2,2,3,0,3,0,0,0,1,0,0,3,3,2,20
proj2_120,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5
proj2_121,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_122,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5
proj2_123,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_124,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,7
proj2_125,1,2,2,3,0,3,0,0,1,0,0,0,3,3,2,20
proj2_126,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
proj2_127,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
proj2_128,2,2,1,3,0,0,0,0,1,0,0,3,0,3,3,18
proj2_129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
proj2_13,1,3,2,2,0,0,2,0,0,0,0,0,0,3,2,15
proj2_130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
proj2_131,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_132,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
proj2_133,2,3,3,3,3,2,2,2,1,0,0,0,3,3,3,30
proj2_134,2,0,2,3,0,0,0,0,1,0,0,2,0,3,3,16
proj2_135,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,7
proj2_136,1,3,2,2,3,3,2,0,0,0,0,0,0,3,2,21
proj2_14,1,2,1,2,0,0,0,2,0,1,1,0,0,1,2,13
proj2_15,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj2_16,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
proj2_18,3,2,2,3,3,2,2,0,1,1,3,1,0,3,3,29
proj2_19,1,2,1,3,0,3,0,0,1,0,0,0,3,3,2,19
proj2_2,1,3,2,3,0,0,0,0,1,0,0,0,3,3,1,17
proj2_20,2,2,3,3,1,2,2,2,0,2,1,0,1,3,3,27
proj2_21,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj2_22,1,2,0,0,0,0,0,2,1,2,0,0,3,0,2,13
proj2_23,1,2,1,2,0,0,0,2,1,0,0,1,0,3,2,15
proj2_24,1,2,1,3,0,1,0,0,1,0,0,3,0,0,2,14
proj2_25,2,3,1,3,0,3,0,0,1,3,0,0,0,3,3,22
proj2_26,1,2,3,2,3,0,2,2,1,0,1,0,0,2,2,21
proj2_27,3,0,3,3,0,0,2,3,1,0,0,0,0,3,3,21
proj2_28,2,1,2,2,0,0,0,2,0,0,0,0,0,3,2,14
proj2_29,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7
proj2_3,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
proj2_30,2,1,1,3,0,0,0,0,1,2,0,0,0,3,2,15
proj2_31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_32,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
proj2_33,1,2,0,0,0,0,0,1,1,0,0,0,3,0,2,10
proj2_34,1,2,1,2,0,0,0,2,1,0,0,1,0,3,2,15
proj2_35,2,2,1,2,0,0,0,2,1,0,0,1,0,3,3,17
proj2_36,3,1,3,3,3,3,2,3,1,3,1,1,1,3,3,34
proj2_37,3,1,3,3,3,3,2,3,1,3,1,1,1,3,3,34
proj2_38,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj2_39,2,1,0,2,0,0,0,0,0,1,1,0,0,0,1,8
proj2_4,1,3,0,1,0,0,0,0,0,1,0,0,0,2,1,9
proj2_41,2,3,1,2,0,1,0,3,1,0,0,0,0,3,2,18
proj2_42,2,3,1,3,0,0,0,0,1,0,0,0,1,3,3,17
proj2_43,3,3,1,2,0,0,0,0,0,0,0,0,0,1,3,13
proj2_44,1,0,1,3,0,0,0,0,1,0,0,2,0,0,2,10
proj2_45,1,0,1,3,0,0,0,2,2,0,1,2,0,3,1,16
proj2_48,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,6
proj2_49,2,3,2,2,0,3,0,0,0,1,0,0,0,2,3,18
proj2_5,1,2,0,2,0,3,0,0,1,1,0,0,3,3,2,18
proj2_50,1,2,2,3,0,3,1,0,2,3,2,0,1,3,2,25
proj2_51,2,2,1,3,0,0,0,2,1,0,0,0,0,3,3,17
proj2_52,3,2,0,1,0,0,0,0,0,0,0,0,0,1,3,10
proj2_53,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,6
proj2_54,3,3,1,2,0,0,0,0,1,1,0,0,0,3,3,17
proj2_55,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,6
proj2_56,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7
proj2_57,2,2,0,1,0,0,0,0,0,1,0,0,3,3,2,14
