name,scr,naming,conditional,events,loop,proc,lists,dp,sensors,media,social,connect,draw,operator,ui,total
pr0318203332,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
pr0318205141,3,2,0,1,0,0,0,0,0,1,0,0,0,0,3,10
pr0318232447,0,3,0,0,2,0,1,0,0,0,0,0,0,3,0,9
pr0318233440,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
pr0318233743,2,3,0,2,0,0,1,0,1,0,0,0,3,0,2,14
pr3DCube0318181654,2,1,0,2,0,3,0,0,1,0,0,0,1,3,1,14
pr3StepsAvaila0218000801,3,2,3,3,0,3,2,2,1,0,0,0,0,3,3,25
prA17GermFight0318110715,1,2,2,3,0,0,0,0,1,1,0,0,3,3,2,18
prACA20180318233715,2,3,0,1,0,0,0,0,0,0,0,0,3,0,2,11
prAcademicCala0318203148,3,1,0,3,0,0,0,0,1,0,3,0,0,2,3,16
prAcatbutton0318181447,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
prAcceleromete0418213300,1,2,0,2,0,0,0,0,2,0,0,0,3,0,2,12
prAganzerafiki0318121503,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,6
prAgdamaudiodi0318203127,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
prAGENDA0318204527,2,2,0,2,0,0,0,2,0,1,0,0,0,1,2,12
prAI0318105926,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6
prAKittensGall0318181414,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
prAlarmClock20318232519,1,2,2,2,0,1,0,0,1,0,0,0,0,2,2,13
prAlarme0318203813,1,3,0,2,0,0,0,0,0,0,0,2,0,3,3,14
prAlienAttack0318232809,1,2,1,2,0,0,0,0,1,0,0,0,3,3,1,14
prAlloTaxiMaroc0318175143,2,1,0,1,0,0,0,0,1,0,0,0,1,1,3,10
prAMPINMOBILIA0218000744,2,2,0,2,0,0,0,0,0,0,1,1,0,0,2,10
prandroidapp0318104250,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4
prAndroidMash,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
prAndroidMash0318181704,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
pranimalesysus0318174917,2,3,0,2,0,0,0,0,0,3,0,0,0,0,3,13
prAnimalsounds0418212329,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,7
prAnimatedApp0318195813,1,1,2,3,0,0,0,0,1,0,0,0,3,3,1,15
prAnimehuntert0218221524,2,2,1,3,0,2,0,0,1,0,0,0,3,3,3,20
prAnimehuntert0318180314,2,2,1,3,0,2,0,0,1,0,0,0,3,3,3,20
prAnimehuntert0318195116,2,2,1,3,0,2,0,0,1,0,0,0,3,3,3,20
prAnimehuntert0318204415,2,2,1,3,0,2,0,0,1,0,0,0,3,3,3,20
prAnimehuntert0318233352,2,2,1,3,0,2,0,0,1,0,0,0,3,3,3,20
prAntsHunter0418213132,1,3,3,3,3,3,2,0,1,1,0,0,3,3,2,28
prAPCreateTask10218001012,2,0,1,2,0,0,0,0,0,0,0,0,3,3,1,12
prAplicacinAlg0318204137,1,3,0,2,0,0,0,0,1,0,0,2,0,1,1,11
prApp0318203405,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
prAPPINVENTORC0318110534,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
prappli0318232920,2,2,1,2,0,0,0,0,0,0,1,2,0,0,1,11
prAppointmentA0218222007,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,5
prAppSerrefghg0318111505,3,2,2,3,0,3,0,2,1,1,0,2,0,3,3,25
prAppsname0318232530,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,6
prArtistproject0318204920,3,2,0,1,0,0,0,0,0,1,0,0,0,0,3,10
prASFMMapTour0318203321,1,0,1,2,0,0,1,0,0,0,0,1,0,1,3,10
prASI123NoText0318181541,1,2,0,3,0,0,0,2,1,1,1,0,0,0,1,12
prASI123OB0318181643,1,2,0,1,0,0,0,0,0,0,0,0,1,1,2,8
prasiNoTexting0318111401,1,2,0,3,0,0,0,2,1,1,1,0,0,0,1,12
prAsteroidshoo0318205110,1,2,2,3,0,0,0,0,1,0,0,0,3,3,2,17
prAttackoftheT0318104331,2,3,0,3,0,3,2,0,1,1,0,0,3,3,3,24
prAttackoftheT0318175924,2,3,0,3,0,3,2,0,1,1,0,0,3,3,3,24
pravionio0318232841,1,2,1,3,0,0,0,0,1,0,0,0,3,3,1,15
prBadRedBall0318195750,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,7
prballbounce0218222403,1,2,1,2,0,0,0,0,0,1,0,0,2,3,0,12
prBasketballGa0318195346,2,2,1,3,0,1,0,0,0,0,0,0,3,3,1,16
prBasketBallSc0318203216,1,2,2,3,0,0,0,1,0,0,1,0,0,3,2,15
prBazardaPonte0418213228,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,7
prBiyonikEl0318203823,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,6
prBluetoothled0318203426,1,2,1,3,0,0,0,0,1,0,0,2,0,2,2,14
prbluetoothtest0318104405,1,0,1,1,0,0,0,0,0,0,0,2,0,0,3,8
prBlusmartkeyv10318110247,1,2,1,3,0,0,0,0,1,2,0,2,0,1,2,15
prbo0418212636,1,2,0,2,0,0,0,0,1,1,0,0,3,3,1,14
prBOMBERMAN0218001100,2,2,1,2,1,0,1,2,0,1,0,0,0,3,3,18
prBOMBERMAN0318175401,2,2,1,2,1,0,1,2,0,1,0,0,0,3,3,18
prBOMBERMAN0318195021,2,2,1,2,1,0,1,2,0,1,0,0,0,3,3,18
prBOMBERMAN0318204714,2,2,1,2,1,0,1,2,0,1,0,0,0,3,3,18
prBOMBERMAN0318233451,2,2,1,2,1,0,1,2,0,1,0,0,0,3,3,18
prBosque0318181249,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1,7
prbounceback0418212522,1,2,0,2,0,0,0,0,1,1,0,0,3,3,1,14
prBrjula0418212441,1,3,0,1,0,0,0,0,1,0,0,0,3,0,1,10
prBrowser0218221100,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prBrowser0218221116,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prBrowser0218221131,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prBubbleTap0318181133,1,0,1,2,0,0,0,0,1,0,0,0,2,3,3,13
prCalcolatrice0318104534,2,2,2,1,0,0,0,0,0,0,0,0,0,3,3,13
prCalculadora0218221757,3,3,0,1,0,0,0,0,0,0,0,0,0,3,3,13
prcalculadora0318204158,1,3,0,1,0,0,0,0,0,0,0,0,0,1,3,9
prCalculator0318105801,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,8
prcalculator0318174722,1,3,0,1,0,0,0,0,0,0,0,0,0,2,3,10
prcalculodelah0318232732,2,3,0,1,0,0,0,0,0,0,0,0,0,3,3,12
prcambiadordec0318232343,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,6
prCarolineJamie0418212512,2,2,0,2,0,0,0,0,2,0,0,0,3,2,1,14
prCarroJoseLuis0318204644,1,2,1,2,0,0,0,0,0,0,0,2,0,1,2,11
prcarsyoullwan0318121751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
prCatchPikachu0318104342,3,2,1,3,0,2,1,0,1,1,0,1,3,3,3,24
prCATCHTHATPOK0318105915,3,2,0,3,0,0,0,0,1,2,0,0,3,3,2,19
prCats0418213405,3,0,0,2,0,0,0,0,0,1,0,0,0,0,1,7
prch5quiz0318175034,2,3,1,2,0,0,2,0,0,0,0,0,0,3,2,15
prCH7BYENRIQUE0318175206,2,2,0,2,0,0,1,0,0,1,0,0,0,0,1,9
prch9BYENRIQUE0318175229,2,2,1,2,2,0,0,2,0,0,0,0,0,3,3,17
prChallenge80318110259,3,0,1,3,0,0,0,0,1,1,0,0,3,3,2,17
prCHEICULSAINO0318181714,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,7
prChemMass0218222022,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,7
prchrono0218000642,1,3,2,2,0,0,0,0,1,0,0,0,0,3,1,13
prchutesladders0318195149,2,3,0,2,0,0,1,0,1,0,0,0,3,0,2,14
prcintyamarcoz0318175556,2,3,0,1,0,0,0,0,0,2,0,0,0,0,3,11
prClicker0318203355,2,2,0,2,0,0,0,0,1,0,0,0,0,3,1,11
prClickerFixed0318105842,3,2,3,3,3,3,2,2,2,1,0,0,3,3,3,33
prcoloreaconfr0218221710,2,2,0,2,0,0,0,0,0,0,0,0,1,0,2,9
prColourthegor0318110226,1,3,0,2,0,0,0,0,0,0,0,0,1,2,2,11
prComProgActDo0318203914 (1),3,2,1,3,0,0,0,0,0,0,0,1,3,3,2,18
prComProgActDo0318203914 (2),3,2,1,3,0,0,0,0,0,0,0,1,3,3,2,18
prComProgActDo0318203914 (3),3,2,1,3,0,0,0,0,0,0,0,1,3,3,2,18
prComProgActDo0318203914,3,2,1,3,0,0,0,0,0,0,0,1,3,3,2,18
prconceptclinic0318201835,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,6
prConsumodeCom0318110313,2,2,2,3,2,2,2,2,1,0,0,0,0,3,3,24
prCONTROLEVIAB0218221351,1,2,1,2,0,0,0,0,0,0,0,2,0,0,3,11
prCONVERTIDOR0318121341,3,3,3,2,0,0,0,0,0,0,0,0,0,3,3,17
prCookAtHome0418213339,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6
prCookieTapper0318121526,2,3,2,3,0,3,0,2,1,0,0,0,0,3,3,22
prCookieTapper0318121543,1,3,2,3,0,2,0,2,1,0,0,0,0,3,3,20
prcreepyface0218001839,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,6
prCSO20180318121514,3,2,0,1,0,0,0,0,0,0,0,1,0,0,3,10
prCUIN5334APPP0318104144,1,1,3,2,3,3,1,0,0,0,0,0,0,3,2,19
prcutecolouring0318122149,2,2,0,2,0,0,1,0,0,0,0,0,3,1,3,14
prdankthebesty0318105936,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prDASI0218222219,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
prDatabases0218001915,1,2,0,2,0,0,0,3,0,0,0,0,0,0,1,9
prdavid0318233700,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,7
prDecisionMaker0218000957,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,7
prDERIVEAWAY0318203944,3,2,0,1,0,0,0,2,1,0,0,0,3,0,3,15
prDetectordetr0318104507,1,3,1,1,0,0,0,0,0,0,0,0,0,3,2,11
prDibujoColores0318181154,1,3,0,3,0,0,0,0,0,1,0,0,1,2,2,13
prDigitalDoodl0318110704,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,5
prDigitalDoodle0318110402,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,7
prDigitalDoodle0318110458,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,7
prDinosaurAtta0318181300,1,2,2,3,0,3,0,0,0,2,0,0,3,3,2,21
prDisney0318110330,3,3,0,1,0,0,0,0,0,0,0,0,1,0,2,10
prDistribuirCo0318110437,1,3,1,2,0,3,0,0,0,0,1,1,0,3,3,18
prDONTGetSick0418213500,3,2,0,2,0,0,1,0,0,0,0,0,0,0,3,11
prdonttouchmec0318181436,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
prDotsandBoxes0318112211,1,1,3,2,3,2,3,0,0,0,0,0,2,3,3,23
prDroppingPick0318121424,1,1,2,3,0,0,2,0,2,0,0,0,3,3,2,19
prEcoApp40218221832,2,0,1,3,0,1,0,0,1,0,0,1,0,2,3,14
prELENAV30318105854,2,1,3,3,0,3,0,2,3,3,3,1,0,3,3,30
prEncenderLEDc0318233144,1,3,1,3,0,0,0,0,0,0,0,2,1,0,1,12
prESP82660318112033,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,6
prFacebook0418213040,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
prFACEBOOKLITE0318105003 (1),1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6
prFACEBOOKLITE0318105003 (2),1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6
prFACEBOOKLITE0318105003 (3),1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6
prFACEBOOKLITE0318105003 (4),1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6
prFACEBOOKLITE0318105003 (5),1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6
prFACEBOOKLITE0318105003,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,6
prFavoritas0218221202,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prFBLALibraryA0218221045,3,2,1,3,3,1,2,2,3,0,1,3,1,3,3,31
prfechaduraele0318232820,1,2,2,3,0,0,0,2,0,2,0,2,0,3,3,20
prFFFFFSSSSSSS0318111519,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,8
prFidgetSpinne0218220958,1,2,1,3,0,1,0,0,1,0,0,0,3,3,2,17
prFidgetSpinner0318111631,1,2,2,3,0,1,0,0,1,0,0,0,3,3,2,18
prFidgetSpinner0318233005,1,2,2,3,0,1,0,0,1,0,0,0,3,3,2,18
prFifaWorldCup0218221904,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
prFifaWorldCup0318175120,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
prFifaWorldCup0318204551,1,2,0,3,0,0,0,0,0,0,0,0,3,2,1,12
prFigetspinner0318122315,1,2,1,3,0,1,0,0,1,0,0,0,3,3,2,17
prFightDatJets0318232852,1,2,1,3,0,0,0,0,1,0,0,0,3,3,1,15
prFikriSpeecht0318110028,1,0,0,2,0,0,0,0,0,1,1,0,0,0,2,7
prFingerpainti0318104321,1,2,0,3,0,0,1,1,0,0,0,1,1,3,3,16
prFingerSoccer0318181518,2,2,2,3,0,3,0,0,1,0,0,0,3,3,2,21
prFlagGuesser0318195501,1,3,2,1,0,0,2,0,0,0,0,0,0,3,2,14
prflappypeppa0318195159,1,2,0,2,0,0,0,0,1,0,0,0,3,2,1,12
prFlashQuiz0318233134,1,2,2,3,0,0,3,0,0,0,0,0,0,3,2,16
prFlyingCalcDe0318112122,2,3,3,3,3,3,1,0,1,1,0,0,3,3,3,29
prFNAFQuiz20318180032,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7
prFreeApp0318232755,3,2,3,3,0,0,0,0,2,0,0,0,3,3,2,21
prfreemoney0318194804,3,2,2,3,0,0,0,2,1,0,1,0,0,3,3,20
prFulmine0218001249,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
prFulmine0318105719,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
prFulmine0318201845,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
prFulmine0318203045,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
prFulmine0318204230,1,3,0,2,0,0,0,0,1,0,0,0,0,3,2,12
prGAME0318195316,3,2,1,3,0,0,0,0,0,1,0,0,1,3,2,16
prGameApp0318195402,3,1,0,1,0,0,0,0,0,1,0,0,0,2,2,10
prGHOSTDETECTOR0318110545,2,3,1,3,0,1,2,0,1,3,0,0,2,3,3,24
prGlutenFree0318104436,1,1,2,3,2,2,2,1,0,0,0,0,0,3,3,20
prGlutenfree0318104446,1,3,2,3,2,2,2,1,0,0,0,0,0,3,3,22
prGlutenFreeCa0318104229,1,3,2,3,2,2,2,1,0,0,0,0,0,3,3,22
prGoldClicker0218001651,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
prGoldClicker0218221540,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
prGoldClicker0318180251,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
prGoldClicker0318195128,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
prGoldClicker0318204404,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
prGoldClicker0318233341,1,3,1,2,0,0,0,2,1,0,0,0,0,3,2,15
prGolf0318180009,1,2,2,3,0,2,0,0,1,0,0,0,3,3,2,19
prGoodDayAnApp0418212349,3,1,0,2,0,0,0,2,0,0,0,0,0,0,3,11
prGoogle0418213030,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
prGorgojosApp0318203416,2,3,0,2,0,0,0,0,0,1,2,0,0,0,1,11
prgreatjobpal0318181602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
prGreeeni0318175315,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
prGreeeni0318180511,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
prGuadeCastill0318195001,1,3,0,1,0,0,0,0,0,1,0,0,0,0,2,8
prGuessingGame0218221437,1,2,0,2,0,1,0,0,1,0,0,0,0,3,1,11
prGuessTheNFLP0318195304,1,3,2,2,0,0,2,0,0,0,0,0,0,3,2,15
prHaileyRD0318233238,2,2,2,2,0,1,2,0,1,2,0,0,0,3,2,19
prHelloPurr0318111329,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,7
prHellopurr0318232552 (1),1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5
prHellopurr0318232552,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,5
prHelloPurrApp0318181457,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
prhesapmakinesi0318174940,1,3,1,1,0,0,0,0,0,0,0,0,0,3,3,12
prHMJBSA0318105014,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,9
prHockey0318201804,1,1,0,2,0,0,0,0,0,1,0,0,2,3,0,10
prHolamundo20318204116,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,6
prHoleInOne0318194743,3,1,2,3,0,0,0,2,1,0,0,0,3,3,2,20
prHOMEAUTOMATI0218223217,1,0,1,3,0,0,0,0,0,0,0,2,0,1,2,10
prHowhighcanyo0318110652,1,0,1,3,0,0,0,0,2,0,0,0,0,3,3,13
prHowToPrevent0418212410,2,1,0,1,0,0,0,0,0,1,0,0,0,0,2,7
prHuntingGroun0318232436,2,2,2,3,0,2,0,0,1,1,0,0,3,3,2,21
prIHaveaDream,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
prIHaveaDream0218000713,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5
prIHaveaDreamb0318121730,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,8
prImgenes0418212502,1,3,0,1,0,0,0,0,0,0,0,0,0,1,2,8
prINESPIANOLAV0318204219,1,3,2,3,2,0,2,1,1,1,0,2,0,3,2,23
prINVETARIO0318112045,3,3,1,1,0,0,0,2,0,0,0,0,0,1,2,13
prjaIHaveaDrea0318194815,1,2,1,1,0,0,0,0,0,1,0,0,0,0,3,9
prJaydaandlila0318122050,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,7
prJaydaandlila0318122123,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,7
prjokenpo0418212533,2,2,3,2,0,0,0,2,0,1,0,0,0,3,3,18
prJuegodeGato0318122202,2,3,2,3,3,3,2,0,0,0,0,0,0,3,2,23
prJuegodeHormi0318110213,1,2,3,3,3,3,2,0,0,0,0,0,3,3,2,25
prjuegotopodiv0218000627,1,1,1,2,0,0,0,0,1,0,0,0,3,3,1,13
prJumpingGame0318204325,2,2,2,3,0,0,0,0,1,2,0,0,3,3,3,21
prkalkulacka0318121320,1,3,1,2,0,3,0,0,0,0,0,0,1,3,2,16
prkedi0218001116,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,5
prKittyCat0418213641,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4
prKnifeShooter0318121720,2,2,1,3,0,0,0,2,1,1,0,1,0,3,2,18
prKuganan0218222310,2,2,3,3,0,0,0,2,2,3,2,2,0,3,3,27
prKuganan20218222239,2,2,3,3,0,0,1,2,2,3,2,2,0,3,3,28
prL6AX101Shake0318110612,2,2,1,2,0,0,0,0,1,1,0,0,0,3,1,13
prL7L8AX102Tra0318110627,2,2,2,3,0,2,2,2,0,0,0,0,0,3,3,21
prLaGranjaDeDo0318174613,2,3,0,1,0,0,0,0,0,2,0,0,0,0,2,10
prLamiaPhotosH0318121948,1,2,1,2,0,0,0,0,1,1,0,0,0,3,1,12
prLEDChairCont0318112141,3,2,3,3,3,3,3,2,1,2,0,2,3,3,3,36
prLedsBluetooth0318110050,1,0,1,2,0,0,0,0,0,0,0,2,0,0,2,8
prLeydeohm0318121910,2,3,0,1,0,0,0,0,0,0,0,0,0,3,3,12
prLittyPong0318233105,1,2,1,3,0,0,0,0,0,1,0,0,3,3,2,16
prLmpadasautom0318182125,1,3,2,3,0,0,0,0,1,0,0,2,0,3,1,16
prLocationappl0418213241,2,1,0,2,0,2,1,2,1,1,0,1,0,2,3,18
prLogoNoParams0318204908,1,2,2,2,2,3,0,0,0,0,0,0,3,3,3,21
prLostKids0318110016,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6
prlottery0218221014,2,3,0,1,0,0,0,0,0,0,0,0,0,1,2,9
prlucia0318181858,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,6
prLyaShakeit0318121637,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,6
prLyaSpeechRec0318121627,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,5
prLyaTakeAPict0318121607,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,6
prLyaTiltToMove0318121617,1,1,0,1,0,0,0,0,2,0,0,0,2,2,0,9
prLyricQuest0318232908,1,3,2,3,3,3,2,1,0,0,0,0,0,3,3,24
prmagic8ball0318174808,1,1,0,2,0,0,2,0,1,1,0,0,0,0,1,9
prMakerofryan0318181531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
prMANU0318174831,2,3,0,2,0,0,0,0,0,3,0,0,0,0,3,13
prMANUALESMOTO0318111642,3,3,0,1,0,0,0,0,0,0,0,1,0,0,1,9
prMario200318121309,2,3,2,3,0,2,1,0,1,0,0,0,3,3,1,21
prmartinluther0318182032,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,6
prMatarhormigas0318122216,1,3,3,3,3,3,2,0,0,0,0,0,3,3,2,26
prmatazombiesm0318111540,1,3,0,0,0,0,0,0,1,1,0,0,3,0,2,11
prMathGeek0218221508,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
prMazeSimulato0318232458,1,2,1,3,0,1,1,0,3,1,0,0,3,3,2,21
prMeowSimulator0418213624,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5
prmerp0318233754,2,2,3,3,3,3,2,0,2,2,0,0,3,3,2,30
prMessenger0418213050,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5
prMichaelMash0318232744,1,2,1,3,0,1,0,0,1,2,0,0,3,3,2,19
prMINESWEEPER0318105946,2,2,1,1,0,0,1,0,0,0,0,0,0,2,2,11
prMiniGameMadn0218001713,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
prMiniGameMadn0218221556,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
prMiniGameMadn0318180228,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
prMiniGameMadn0318195139,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
prMiniGameMadn0318204349,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
prMiniGameMadn0318233320,3,2,2,3,0,3,0,0,1,2,0,0,3,3,2,24
prMINIGOLF0218221928,1,3,1,2,0,0,0,0,1,0,0,0,3,2,1,14
prMiniGolfbyCa0318232332,1,2,2,3,0,3,0,0,1,0,0,0,3,3,2,20
prMoleMash0318201824,1,3,0,2,0,3,0,0,1,1,0,0,3,3,1,18
prMorsecodedemo0418213158,2,2,3,3,3,2,3,1,1,1,0,0,0,3,1,25
prmotoBT0318121556,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,6
prmovimientoEd0318104415,1,3,0,3,0,1,0,0,2,0,0,0,2,3,2,17
prMRLettuce0318233532,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,9
prMultihockeya0318195522,2,2,3,3,0,3,1,2,1,0,0,0,3,3,3,26
prMusic0318195559,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,8
prMusic0318195658,2,3,1,3,0,1,0,0,1,0,0,0,3,3,2,19
prMusica0318203343,1,3,0,1,0,0,0,0,0,1,0,0,0,0,2,8
prMusicalFun0318111621,3,3,0,2,0,0,0,0,0,0,0,1,0,0,2,11
prmusicplayer0318195538,3,2,0,1,0,0,0,0,0,1,0,0,0,0,2,9
prMyCryptoFolio0318104606,2,2,3,3,3,3,2,2,1,0,0,3,0,3,3,30
prMyQuickNotes0318204127,1,2,1,2,3,2,2,2,1,0,0,0,0,2,1,19
prMySmartHome0218221147,1,2,1,3,0,0,0,0,1,0,0,2,0,1,3,14
prnani0318194951,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
prnani0318232931,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5
prNewsBanglade0218000658,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,6
prNewStudentApp0218222329,3,2,0,2,0,0,0,2,0,0,0,0,0,0,2,11
prnext30318175814,3,0,1,3,0,0,1,0,0,1,0,0,2,3,1,15
prNonSoloRadio0218001319,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
prNonSoloRadio0318104616,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
prNonSoloRadio0318105740,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
prNonSoloRadio0318201906,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
prNonSoloRadio0318203106,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
prNonSoloRadio0318204253,1,2,2,3,2,3,2,3,3,3,2,3,0,3,3,35
prNotekeeperli0218221320,3,2,2,3,0,2,0,0,0,0,0,0,0,1,3,16
prNoTextingWhileDriving,1,2,1,2,0,0,0,2,0,1,1,0,0,1,2,13
prnsoairgfpara0318111421,1,3,0,1,0,0,0,0,1,0,0,0,0,1,2,9
prNumbeo0318112023,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,5
prnumberguesser0318233611,1,2,1,1,0,0,0,0,1,0,0,0,0,3,3,12
proj0_1,3,3,0,1,0,0,0,0,0,0,0,0,0,3,3,13
proj0_10,1,0,0,2,0,0,0,0,1,0,0,2,2,0,3,11
proj0_100,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj0_102,1,3,3,1,0,0,0,0,0,0,0,0,0,3,3,14
proj0_103,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
proj0_105,1,0,1,1,0,0,0,0,0,0,2,0,0,0,2,7
proj0_106,2,1,1,3,0,0,0,0,1,2,0,0,0,3,2,15
proj0_107,2,2,1,2,2,0,0,0,0,0,0,0,0,2,0,11
proj0_11,1,2,0,1,0,0,0,0,0,0,0,3,0,0,1,8
proj0_116,1,2,0,2,0,3,0,0,1,1,0,0,3,3,1,17
proj0_117,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj0_118,1,2,0,3,0,0,0,0,1,0,0,0,3,3,2,15
proj0_119,1,2,0,2,0,3,0,0,1,1,0,0,3,3,1,17
proj0_12,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,8
proj0_121,1,2,0,3,0,0,0,0,0,1,0,0,1,2,2,12
proj0_123,1,2,1,2,3,3,2,2,1,1,0,0,0,3,2,23
proj0_124,1,2,1,3,0,3,0,0,1,1,0,0,3,3,2,20
proj0_125,3,2,0,2,0,1,1,2,1,1,0,0,1,2,3,19
proj0_126,1,2,0,3,0,0,0,0,1,1,0,0,1,0,3,12
